id,date,sentence,growth_sentiment_final,employment_sentiment_final,inflation_sentiment_final
13249,2022-01-05,"Moreover, participants widely cited business contacts feeling confident that they would be able to pass on higher costs of labor and material to customers.",neutral,neutral,negative
13251,2022-02-16,"The unemployment rate for African Americans moved higher, and the Hispanic unemployment rate declined; both rates remained well above the national average.",neutral,neutral,neutral
13252,2022-04-06,Market participants expected an earlier and somewhat faster reduction in System Open Market Account (SOMA) holdings of securities than they did in January.,neutral,neutral,neutral
13253,2022-04-06,"Members also agreed that inflation remained elevated, reflecting continued supply and demand imbalances, higher energy prices, and broader price pressures.",negative,neutral,negative
13254,2022-05-25,"This reduction, starting on June 1, would work in parallel with increases in the target range for the policy rate in firming the stance of monetary policy.",neutral,neutral,neutral
13255,2022-05-25,"Members also agreed that inflation remained elevated, reflecting continued supply and demand imbalances, higher energy prices, and broader price pressures.",negative,neutral,negative
13256,2022-07-06,"One reason cited for this moderation was that the purchasing power of households was being reduced by higher prices for food, energy, and other essentials.",negative,neutral,negative
13257,2022-08-17,Bank interest rates for both commercial and industrial (C&I) and commercial real estate (CRE) loans increased in May and were close to pre-pandemic levels.,neutral,neutral,neutral
13258,2022-11-23,Staff Economic OutlookThe projection for U.S. economic activity prepared by the staff for the November FOMC meeting was weaker than the September forecast.,negative,neutral,neutral
13259,2022-11-23,A number of participants remarked that some businesses were keen to retain workers after their recent experiences of labor shortages and hiring challenges.,neutral,positive,neutral
13260,2023-02-22,"In addition, the forward price-to-earnings ratio for S&P 500 firms remained above its median value despite the decline in equity prices over the past year.",negative,neutral,neutral
13261,2023-02-22,Members concurred that Russia's war against Ukraine was causing tremendous human and economic hardship and was contributing to elevated global uncertainty.,negative,neutral,neutral
13262,2006-01-03,The Committee also noted that elevated energy prices and hurricane-related disruptions in economic activity had temporarily depressed output and employment.,negative,negative,negative
13263,2006-02-21,"Most participants expected core inflation to move up slightly in the near term, reflecting some pass-through of increased energy and other commodity prices.",neutral,neutral,negative
13264,2006-04-18,The level of output in the current quarter was estimated to be close to the economy's potential and was anticipated to remain so over the projection period.,positive,neutral,neutral
13265,2006-05-31,"Although fresh comprehensive data were not available, home prices on average appeared still to be rising, but at a slower pace than over the past few years.",positive,neutral,neutral
13266,2006-05-31,"Data on economic growth outside the United States indicated that the global expansion was firming, a sense amplified by reports from international contacts.",positive,neutral,neutral
13267,2007-10-09,"The step-down was most pronounced in Japan, where GDP contracted, but was also substantial in the euro area, where total domestic demand rose only slightly.",negative,neutral,neutral
13268,2008-02-20,"Some survey measures of inflation expectations had edged up in recent months, and longer-term financial market gauges of inflation compensation had climbed.",neutral,neutral,negative
13269,2008-02-20,"Today's policy action, combined with those taken earlier, should help to promote moderate growth over time and to mitigate the risks to economic activity.혻 ",positive,neutral,neutral
13270,2008-04-08,The Committee expected inflation to moderate in coming quarters but said that it would be necessary to continue to monitor inflation developments carefully.,neutral,neutral,negative
13271,2008-07-16,"Most categories of goods imports rebounded in April from lower levels in March, especially petroleum products, the prices of which had moved sharply higher.",positive,neutral,negative
